,lat,lon,country,rating,wait,distance_from_spot,text,country_group,original_lat,original_lon,feature,proximity,road_delete,road_distance,road_segment,geometry
241,51.59255254705893,6.16067790985102,DE,5.0,,,,DE,51.59255254705893,6.16067790985102,,False,False,False,False,POINT (6.16067790985102 51.59255254705893)
307,51.8719304317919,8.92676711082458,DE,5.0,,,"Just hitchhike along the street here, enough space to stop cars. Traffic goes north towards Detmold.

―Anonymous",DE,51.8719304317919,8.92676711082458,,False,False,False,False,POINT (8.92676711082458 51.8719304317919)
255,51.623169210023306,7.8473126292266935,DE,5.0,6.0,,"A good amount of traffic to Werl and further. Enough space not it is not perfect. 

―Anonymous, February 2016",DE,51.623169210023306,7.8473126292266935,,False,False,False,False,POINT (7.8473126292266935 51.623169210023306)
104,51.030356373376,7.82278060913086,DE,5.0,,,"Perfect spot to go to A4 or stay on A45. Nice spot for cars to stop and good visibilty

―Anonymous",DE,51.030356373376,7.82278060913086,,False,False,False,False,POINT (7.82278060913086 51.030356373376)
89,50.9517899686696,7.32004880905151,DE,5.0,29.0,,"Nice place. Not so crowded but at least all traffic goes in your direction and raststatte Siegerland on the connecting A45 is close!

―Koendev (Hitchwiki), February 2014

A4 eastbound
From Köln you can get here with regionalbahn25, change in overath for bus 310, go two stops and walk 15 minutes (check map before), may take some time to get here but imho better then trying to hitch out from Köln, big rest place, many cars

―Anonymous",DE,50.9517899686696,7.32004880905151,,False,False,False,False,POINT (7.32004880905151 50.9517899686696)
347,52.03324472572744,9.003916025161939,DE,5.0,,,,DE,52.03324472572744,9.003916025161939,,False,False,False,False,POINT (9.003916025161939 52.03324472572744)
276,51.711408963869,8.7310386883186,DE,5.0,5.0,,"Very good sport to catch rides on the A44 westwards to Dortmund, Essen, Dsseldorf. We didn't wait more than 5min.

―Anonymous, February 2011",DE,51.711408963869,8.7310386883186,,False,False,False,False,POINT (8.7310386883186 51.711408963869)
298,51.85887577202325,6.242104411124951,DE,5.0,,,,DE,51.85887577202325,6.242104411124951,,False,False,False,False,POINT (6.242104411124951 51.85887577202325)
297,51.8588423965854,6.24131798744202,DE,5.0,,,"good place, to Kleve (opposite to the gasstation) I waited there 30 seconds

―Anonymous",DE,51.8588423965854,6.24131798744202,,False,False,False,False,POINT (6.24131798744202 51.8588423965854)
311,51.92912414798904,8.532153010367916,DE,5.0,5.0,,,DE,51.92912414798904,8.532153010367916,,False,False,False,False,POINT (8.532153010367916 51.92912414798904)
423,52.32371656234692,7.784968638318091,DE,5.0,,,,DE,52.32371656234692,7.784968638318091,,False,False,False,False,POINT (7.784968638318091 52.32371656234692)
324,51.958786132397286,8.849726557731259,DE,5.0,5.0,,"Bus stop. Easy to get to Bielefeld.

―Anonymous, January 2016",DE,51.958786132397286,8.849726557731259,,False,False,False,False,POINT (8.849726557731259 51.958786132397286)
322,51.9552155842052,8.56872975826263,DE,5.0,15.0,,"Perfect ramp for hitchhiking from Bielefeld down to Dortmund,  Ruhr Area, Cologne. Just behind the ramp there's an exit of some factory, so enough space for you to stop cars. These are driving slowly and can see you early enough. Perfect!

―Anonymous",DE,51.9552155842052,8.56872975826263,,False,False,False,False,POINT (8.56872975826263 51.9552155842052)
321,51.9548287842043,7.97067224979401,DE,5.0,10.0,,"Great spot just behind the traffic lights, near the McDonalds restaurant. Big hard shoulder with enough space to stop cars. Good for hitching towards Muenster en Telgte.

―Anonymous",DE,51.9548287842043,7.97067224979401,,False,False,False,False,POINT (7.97067224979401 51.9548287842043)
415,52.2981425829906,7.48131930828094,DE,5.0,,,"Great spot for hitchhiking towards Dreierwalde. Traffic lights in front of you, enough space to stop. Hard to get here from Rheine city, quite far out and dangerous to walk along the street. But if somebody only goes to the highway or Altenrheine, get out here, spot is directly at ""Hotel Borchert"". Ask people for this hotel if you want to go here.

―Anonymous",DE,52.2981425829906,7.48131930828094,,False,False,False,False,POINT (7.48131930828094 52.2981425829906)
329,51.9774592332628,7.60041475296021,DE,5.0,18.0,,"started here several times. never had any problems getting on my way north.

―Anonymous, September 2011

it really helps standing at the bus stop (just in front of the entrance to the gas st.), as then drivers can turn in the gas station and stop comfortably to pic you up!

―Najuste (Hitchwiki), July 2012

Got a ride in less than 15 minutes towards NL. Great spot.

―Anonymous, August 2013

I think it place is actually better for going north and south than the official at the webpage (I mean these in Roxel)


―Pawel.wita (Hitchwiki), February 2014

Gtreat spot! I just got there and had no time to even raise my sign and the man offered a lift to Dusseldorf himself. I was heading north, so I turned the offer down.Next  lift in less than 15 min!

―Anonymous, September 2015

It took me about an hour to get a ride but that's probably because I had ""Enschede"" on my sign. When I changed it to ""Steinfurt"" I got a ride within 10 minutes. I would still say this is a good spot.

―Anonymous, August 2017

Most comfortable gasstation ever :-) Especialy good spot at morning. If none is at gas station you can try bus stop 30 meters away, where drivers can easily stop.

―Anonymous",DE,51.9774592332628,7.60041475296021,,False,False,False,False,POINT (7.60041475296021 51.9774592332628)
121,51.1615297697113,6.96876525878906,DE,5.0,30.0,,"Rastplatz Ohligser Heide

Seit Jahren mein Startrastplatz Richtung Frankfurt

Nie länger als 20Min gewartet(m)



―Anonymous",DE,51.1615297697113,6.96876525878906,,False,False,False,False,POINT (6.96876525878906 51.1615297697113)
125,51.2000065568498,6.768473982810975,DE,5.0,25.0,0.0,"To Gütersloh

―Massuus, July 2023",DE,51.2000065568498,6.768473982810975,,False,False,False,False,POINT (6.768473982810975 51.2000065568498)
306,51.8703704027654,8.93499612808228,DE,5.0,,,"Use this place to leave this little village in direction Paderborn. Should be a perfect place.

―Anonymous",DE,51.8703704027654,8.93499612808228,,False,False,False,False,POINT (8.93499612808228 51.8703704027654)
284,51.790890025692185,6.0031142234801935,DE,5.0,1.0,,"Nimweger Strae, hard shoulder on the right side; dir. West to Nijmegen

―Anonymous, April 2016",DE,51.790890025692185,6.0031142234801935,,False,False,False,False,POINT (6.0031142234801935 51.790890025692185)
337,51.9999329393675,8.49230021238327,DE,5.0,8.0,,"Great spot for hitching towards Halle (Westfalen) and Osnabrück / A33. Much traffic is driving slowly here, going out of town. Enough space for cars to stop along the hard shoulder. Easy to reach from Brackwede Station, some meters down the road.

―Anonymous",DE,51.9999329393675,8.49230021238327,,False,False,False,False,POINT (8.49230021238327 51.9999329393675)
314,51.93762462559373,7.604698777198982,DE,5.0,10.0,,"Very good spot to hitch out of the town and to go south towards Dortmund/ Dsseldorf or to go further south.
Took me around 10 minutes the first time and for the second try, it was the first guy I asked!

―Anonymous, February 2015",DE,51.93762462559373,7.604698777198982,,False,False,False,False,POINT (7.604698777198982 51.93762462559373)
