lat,lon,wait
47.214354330018,18.348013401034,10.0
57.91288464151947,55.99409365653973,15.0
51.4674245991056,7.59325593709946,50.0
53.01047888244105,27.483009785415167,15.0
49.13095210147465,16.60343170166016,40.0
55.78211519412608,24.366289615630123,30.0
50.1490749348647,19.297271311282607,24.0
50.81917798121822,14.929055213928061,40.0
52.2299811581569,6.83804512023926,5.0
46.570139407874606,11.523269785318428,90.0
41.62174106839375,-0.9257930517742353,15.0
51.514338390996,7.6255823167083,96.0
48.715857469673985,23.189290165901188,10.0
49.029838934992,12.080356120936,30.0
38.6263382497639,-122.876989245415,70.0
55.55300412119341,12.952674865722052,12.5
46.71520564937568,1.594882249832406,15.0
42.795967481426125,79.17503356933595,90.0
40.7001540617662,-73.962310552597,305.0
50.757321065985074,15.103573799133253,45.0
46.99656925304452,-0.9449583292007447,15.0
19.740002379793978,-101.17681312560741,30.0
46.51744938837975,6.60274076690672,15.0
38.11519969953547,46.266483306885945,5.0
52.753892648954,12.854100465628,15.0
43.620269006897,22.817883491614,10.0
50.22640198395087,106.20984220502937,10.0
-28.6757461142314,-53.59435326420292,30.0
39.745012317886356,126.31599426269533,5.0
61.69796596236511,27.22221135385968,15.0
45.88931020223571,15.613533496856126,10.0
45.956777833835076,2.9885580539706567,1.0
53.373726215581,14.472089052617,5.0
51.125393778983,1.3157872841524,5.0
42.12661676175888,24.770084917545322,2.0
47.953612271628,-1.4841005802141,10.0
64.16747488060945,20.92438502617537,5.0
48.5817461063148,7.72578120231628,180.0
62.37082489195876,27.115768432618207,5.0
46.05584502316036,6.5810605287551835,20.0
51.27206147565261,9.525420069694519,60.0
52.14614708838461,4.490516781806814,5.0
32.29651535876167,-90.19281005859834,15.0
46.640019565071,14.370072126152,30.0
44.97731807059713,20.165314078330997,25.0
55.4831581937208,28.503285884857878,15.0
43.15966442253288,-79.16350221634045,40.0
38.63415828437466,34.863876342774766,1.0
47.37521939555964,9.675473570823671,20.0
45.12205359602149,5.699187755584744,30.0
49.799973214896,22.971824378994,38.0
46.32492515569194,9.405844536859151,10.0
52.34942534747729,16.714204788206114,20.0
49.3568306160735,11.2024712562561,20.0
47.69288811441575,8.624494314194127,5.0
51.023922476029234,7.011302947998004,85.0
48.35275939092973,11.748641967772825,48.0
55.96381322496584,-2.772236824035807,5.0
67.43117860404446,26.576705574989322,32.5
48.18154554517047,16.444842966155043,31.0
47.768688221847,12.946276586002,64.0
42.63740201820318,70.75506448745729,20.0
49.045433638666,7.0305296885711,8.0
50.42423051968854,7.122519403696447,20.0
55.2741529137156,24.80978965759183,50.0
50.01530411609396,22.67254597646376,10.0
49.43557002816238,11.269427776336286,15.0
49.42329247558622,27.062092065809015,198.0
7.166349298249407,2.086845679801184,60.0
49.410037805173296,8.340082168579103,15.0
47.01065388959945,15.40623092651409,66.0
51.08838861443865,-114.26356315612794,90.0
51.268413048848515,0.6181793212889842,240.0
64.13283809411043,28.24270606040955,10.0
-25.676819674470764,-49.14999103545956,30.0
54.8761251790367,24.2179012298584,38.0
49.52946007770812,15.349936723711728,15.0
52.34075729815939,7.148492574690302,10.0
48.19462497975119,14.524586371024242,30.0
50.83111617570929,5.719685196876539,20.0
19.406199417576,-154.90995705138,5.0
33.010860969883915,35.650818003296514,20.0
46.28703233691065,-81.784894824027,156.5
45.30643343670245,27.32670524047762,45.0
45.8911696462528,1.279379367828645,15.0
41.12457476845301,20.78934931754903,42.5
63.87957440759609,-20.50150966644189,60.0
46.551888631667,6.5695538520809,17.0
53.14692178617301,18.168412685395992,10.0
65.0563596137477,25.451846122741703,180.0
51.54848245661923,5.05822240144989,10.0
57.12648264387387,65.47058849837644,1.0
-40.70271181753302,-64.99386405944652,20.0
60.617420884738,26.187638282068,10.0
-23.33312770323438,150.51804252993264,37.5
48.0065810841332,17.179918885231,120.0
54.3431370330977,18.7234711647034,32.0
52.98853124707831,-9.220514059066288,5.0
45.74964078960947,7.607279062271732,10.0
39.73115618489212,37.01313447952291,10.0
51.75016721501747,-9.55359613895487,10.0
45.200687210530184,26.04380860440256,20.0
59.3825017768901,13.4886360168457,10.0
54.809360569273245,23.85519146919251,3.0
54.94558941291091,23.87635946273804,10.0
43.911172679286146,18.321134448051456,3.0
43.24986263842518,-2.935199797153552,45.0
37.413702667696,-5.9877279993234,5.0
41.4671388912205,1.97775363922119,58.0
52.75735994690089,21.79501724243185,2.0
47.0885774908937,21.87707626819703,38.0
50.597075437777264,15.328309535980226,15.0
